country,points,price,province
US,90,38,California
France,90,55,Burgundy
France,90,48,Burgundy
Australia,90,20,Western Australia
Austria,90,31,Kamptal
Austria,90,31,Kamptal
Austria,90,34,Südoststeiermark
Australia,90,60,South Australia
Australia,90,50,South Australia
Italy,90,32,Veneto
Italy,90,25,Veneto
US,90,27,Washington
US,90,20,Washington
Argentina,90,30,Mendoza Province
Argentina,90,35,Mendoza Province
US,90,20,Washington
Austria,90,60,Burgenland
Germany,89,54,Rheinhessen
US,89,24,California
France,89,14,Bordeaux
Italy,89,24,Veneto
France,89,,Bordeaux
France,89,,Bordeaux
France,89,20,Bordeaux
US,89,32,Oregon
New Zealand,89,,Hawke's Bay
South Africa,89,20,Constantia
US,89,52,California
US,89,40,California
Australia,89,36,Western Australia
Italy,89,43,Lombardy
Australia,89,25,South Australia
New Zealand,89,,Hawke's Bay
New Zealand,89,55,Martinborough
Hungary,89,76,Villány
US,89,40,California
New Zealand,89,50,Martinborough
US,90,55,California
Italy,90,34,Veneto
Chile,89,13,Elqui Valley
New Zealand,89,18,Marlborough
Italy,89,,Lombardy
France,89,,Bordeaux
US,89,30,California
Australia,89,20,South Australia
US,89,25,California
Australia,89,14,South Australia
Austria,89,28,Wachau
Italy,89,13,Northeastern Italy
France,89,57,Champagne
Austria,89,,Wachau
France,89,,Bordeaux
France,89,,Bordeaux
Chile,89,12,Colchagua Valley
Germany,86,24,Pfalz
Italy,86,,Tuscany
South Africa,86,10,Western Cape
South Africa,86,20,Stellenbosch
US,86,24,California
Italy,86,,Tuscany
Spain,86,16,Northern Spain
South Africa,86,17,Cederberg
France,86,35,Bordeaux
South Africa,86,10,Coastal Region
South Africa,86,10,Western Cape
US,86,14,California
South Africa,86,15,Darling
US,86,46,California
US,86,24,California
Italy,86,,Tuscany
France,86,35,Bordeaux
Italy,86,,Tuscany
Germany,86,21,Pfalz
Spain,86,32,Northern Spain
Spain,86,13,Andalucia
Italy,86,,Tuscany
US,86,48,California
Portugal,89,22,Alentejano
US,89,18,Washington-Oregon
France,89,,Beaujolais
Italy,89,20,Tuscany
Spain,89,50,Catalonia
US,89,40,California
Spain,89,20,Northern Spain
US,89,55,New York
Portugal,89,13,Dão
Argentina,89,15,Other
Portugal,89,30,Alentejano
US,89,28,California
US,89,25,California
US,89,40,California
France,89,71,Burgundy
Italy,89,20,Veneto
US,89,34,California
Argentina,89,15,Mendoza Province
US,89,50,New York
US,89,38,California
Portugal,89,,Portuguese Table Wine
US,89,42,New York
Argentina,89,25,Mendoza Province
US,89,23,California
US,89,16,California
Argentina,89,22,Other
US,89,38,California
US,89,20,California
US,89,40,California
Argentina,89,35,Mendoza Province
Italy,89,97,Piedmont
Chile,89,17,Maipo Valley
Italy,89,195,Piedmont
France,89,,Bordeaux
France,89,22,Bordeaux
France,89,25,Bordeaux
Chile,89,18,Marchigue
Portugal,89,13,Alentejano
US,89,22,California
US,89,22,Washington
Italy,89,45,Piedmont
US,89,22,California
US,89,17,California
Italy,89,30,Piedmont
US,89,29,California
US,89,38,California
Italy,89,110,Piedmont
Italy,89,32,Piedmont
US,89,22,California
Italy,89,40,Italy Other
US,89,25,California
US,89,24,California
Chile,89,15,Maipo Valley
Turkey,89,23,Turkey
Portugal,89,10,Lisboa
France,89,20,Bordeaux
US,89,15,Washington
France,87,33,Burgundy
France,87,25,Burgundy
US,87,24,California
US,87,40,California
Germany,87,18,Mosel
US,87,18,California
France,87,38,Burgundy
France,87,26,Burgundy
US,87,59,California
Argentina,87,19,Mendoza Province
Georgia,87,,Kakheti
US,87,15,California
Georgia,87,12,Kakheti
Argentina,87,20,Mendoza Province
US,87,34,Oregon
Germany,87,12,Mosel
Portugal,87,13,Vinho Verde
Italy,87,40,Piedmont
France,87,18,Burgundy
Italy,87,60,Piedmont
Portugal,87,13,Alentejano
US,87,11,California
US,87,36,Oregon
Argentina,87,18,Mendoza Province
France,87,,Burgundy
Germany,87,27,Mosel
Portugal,87,14,Tejo
Australia,87,14,Victoria
Portugal,87,12,Vinho Verde
US,94,44,California
US,94,37,California
Portugal,94,50,Dão
Portugal,94,70,Bairrada
France,94,39,Loire Valley
France,94,50,Loire Valley
US,94,50,California
US,94,30,California
US,94,52,California
Portugal,94,45,Alentejano
US,94,120,Oregon
US,93,97,Oregon
US,93,85,Oregon
US,93,97,Oregon
US,93,39,Oregon
France,93,35,Loire Valley
France,93,65,Loire Valley
Italy,93,39,Sicily & Sardinia
Portugal,93,70,Port
US,93,75,California
US,93,80,California
US,93,34,California
Portugal,93,59,Alentejano
France,93,90,Loire Valley
US,93,34,California
Italy,93,50,Piedmont
Australia,93,33,South Australia
US,93,55,California
US,93,65,Oregon
Portugal,93,70,Douro
US,89,18,California
France,89,36,Champagne
Argentina,89,21,Mendoza Province
Argentina,89,25,Mendoza Province
Argentina,89,29,Mendoza Province
Italy,89,,Central Italy
France,89,59,Champagne
France,89,20,Provence
Portugal,89,21,Port
France,89,,Loire Valley
Portugal,89,,Port
Argentina,89,20,Mendoza Province
Chile,89,20,Maipo Valley
Argentina,89,30,Mendoza Province
France,89,,Burgundy
US,89,25,California
US,89,25,California
Argentina,89,32,Mendoza Province
US,89,38,California
Portugal,89,40,Vinho Espumante de Qualidade
US,87,19,New York
US,87,28,California
US,87,22,New York
US,87,24,New York
US,87,28,Washington
Spain,87,16,Northern Spain
US,87,25,New York
Greece,87,18,Santorini
Greece,87,26,Naoussa
US,87,32,Washington
US,87,14,Washington
US,87,14,California
Italy,87,49,Piedmont
US,87,20,California
Italy,87,100,Piedmont
Greece,87,25,Nemea
France,87,14,Languedoc-Roussillon
US,87,27,Washington
US,87,,California
US,87,25,California
US,87,21,New York
US,87,19,New York
US,87,35,California
US,87,20,New York
US,87,20,New York
Austria,87,15,Burgenland
US,87,14,Washington
US,87,21,Washington
France,87,37,Bordeaux
Greece,87,13,Peloponnese
Australia,92,60,South Australia
Portugal,92,60,Alentejano
US,92,110,California
Turkey,92,38,Aegean
US,92,50,California
Portugal,92,30,Douro
Italy,91,60,Tuscany
US,91,54,California
Italy,91,16,Tuscany
US,91,38,Oregon
Germany,91,31,Rheingau
France,91,30,Loire Valley
Portugal,91,70,Bairrada
France,91,25,Loire Valley
Hungary,91,48,Tokaji
US,91,45,California
US,91,17,California
Argentina,91,23,Mendoza Province
US,91,25,Oregon
Argentina,91,90,Mendoza Province
France,91,35,Loire Valley
Israel,91,15,Galilee
US,91,40,California
Australia,91,95,South Australia
Germany,91,71,Rheingau
Australia,91,36,New South Wales
Germany,91,30,Pfalz
Portugal,91,24,Douro
France,83,21,Bordeaux
France,83,,Loire Valley
US,83,18,Virginia
US,83,27,California
Argentina,83,13,Mendoza Province
Argentina,83,11,Mendoza Province
Argentina,83,11,Mendoza Province
US,83,20,Colorado
US,83,38,Virginia
France,83,22,Bordeaux
Portugal,83,7,Lisboa
US,83,11,Arizona
France,83,,Bordeaux
US,83,15,Oregon
US,83,33,Virginia
Spain,83,12,Northern Spain
Portugal,83,9,Vinho Verde
US,83,18,Virginia
France,83,,Loire Valley
Portugal,83,9,Vinho Verde
Argentina,83,13,Mendoza Province
US,83,16,Virginia
US,83,38,Virginia
US,83,26,Virginia
US,83,18,Virginia
Portugal,83,,Alentejano
US,82,19,Arizona
US,82,18,Virginia
Spain,82,15,Northern Spain
Australia,93,45,South Australia
US,93,85,California
US,93,44,California
US,93,50,California
US,93,46,California
Italy,93,55,Tuscany
US,93,42,California
Australia,93,54,South Australia
Spain,92,40,Northern Spain
Italy,92,65,Tuscany
US,92,33,Oregon
US,92,55,California
Italy,92,118,Tuscany
US,92,35,California
US,92,65,Oregon
France,92,36,Alsace
US,92,34,California
Italy,92,45,Tuscany
US,92,50,California
US,92,26,Oregon
US,92,50,Oregon
Italy,92,53,Tuscany
US,92,45,Oregon
US,92,60,Oregon
France,92,50,Alsace
France,92,50,Bordeaux
France,92,35,Bordeaux
France,92,,Bordeaux
France,92,156,Bordeaux
France,92,42,Bordeaux
France,88,12,Bordeaux
France,88,16,Bordeaux
France,88,35,Bordeaux
US,88,15,Washington
US,88,38,California
US,88,30,Washington
France,88,38,Bordeaux
France,88,,Bordeaux
US,88,,California
Italy,88,24,Tuscany
Italy,88,35,Tuscany
Spain,88,15,Northern Spain
Italy,88,16,Tuscany
Italy,88,18,Tuscany
US,88,18,Washington
Italy,88,19,Tuscany
US,88,27,California
Italy,88,21,Tuscany
US,88,22,Washington
US,88,18,California
US,87,20,Washington
France,87,30,Champagne
Italy,87,23,Tuscany
New Zealand,87,20,Marlborough
US,87,25,Washington
Italy,87,14,Tuscany
US,87,32,Washington
Italy,87,20,Tuscany
Spain,87,18,Northern Spain
US,87,30,Washington
US,92,42,California
US,92,25,Oregon
Spain,92,28,Northern Spain
US,92,48,Washington
Portugal,92,60,Douro
Spain,92,50,Catalonia
France,92,50,Bordeaux
France,92,60,Bordeaux
France,92,24,Bordeaux
Portugal,92,50,Douro
US,92,28,Oregon
US,92,60,Washington
Argentina,92,39,Mendoza Province
Spain,92,30,Northern Spain
Spain,92,25,Northern Spain
Germany,92,33,Mosel
Germany,92,92,Mosel
US,92,53,California
US,92,36,California
Portugal,92,31,Douro
US,92,70,California
France,92,22,Beaujolais
US,92,47,California
US,92,30,Oregon
Argentina,92,40,Mendoza Province
US,92,22,Washington
US,92,50,California
France,92,25,Beaujolais
US,92,55,Oregon
Portugal,92,22,Lisboa
France,93,,Champagne
Italy,93,71,Veneto
France,93,75,Champagne
France,93,128,Champagne
US,93,40,California
US,93,75,Washington
US,93,42,California
France,93,70,Champagne
France,93,65,Champagne
Argentina,93,,Mendoza Province
US,93,48,Washington
Italy,93,90,Veneto
US,93,42,Washington
France,93,,Champagne
US,93,45,California
US,93,38,California
US,93,32,Washington
US,93,55,Washington
France,93,103,Champagne
US,93,40,California
France,93,95,Champagne
US,93,32,Washington
France,93,,Champagne
France,93,120,Champagne
France,93,,Champagne
US,93,42,California
US,93,32,California
Italy,93,70,Tuscany
France,93,40,Loire Valley
US,93,45,Washington
US,93,50,Washington
US,93,69,California
France,93,21,Burgundy
US,93,48,California
US,93,20,Washington
US,93,58,California
US,93,78,California
France,93,31,Loire Valley
France,93,70,Burgundy
France,93,40,Loire Valley
France,93,,Burgundy
US,93,50,California
US,93,58,California
France,93,109,Rhône Valley
US,93,55,California
France,93,140,Burgundy
France,93,160,Burgundy
Spain,93,50,Andalucia
Italy,93,55,Tuscany
Italy,93,100,Tuscany
US,93,39,California
Italy,93,133,Tuscany
Italy,93,63,Tuscany
US,93,135,Washington
Spain,93,120,Andalucia
Spain,93,115,Andalucia
US,82,28,California
US,82,28,California
US,82,29,California
US,82,24,California
Italy,82,16,Veneto
US,82,20,Oregon
Chile,82,12,Maule Valley
US,82,30,California
US,82,30,California
Chile,82,11,Cachapoal Valley
US,82,24,California
Italy,82,25,Sicily & Sardinia
Chile,82,9,Maule Valley
US,82,15,California
Italy,82,,Veneto
US,82,24,New York
US,82,24,California
US,82,18,California
US,81,18,California
US,81,12,California
US,81,26,California
Chile,81,18,Maipo Valley
US,81,25,California
US,80,20,California
US,90,33,California
US,90,32,California
US,90,60,Oregon
US,90,25,California
US,90,38,Oregon
US,90,50,California
US,90,75,Virginia
US,90,28,California
US,90,65,California
US,90,42,Oregon
US,90,40,Oregon
Portugal,90,58,Port
US,90,50,Oregon
Israel,90,18,Galilee
France,90,17,Loire Valley
France,90,20,Loire Valley
France,90,25,Loire Valley
France,90,30,Loire Valley
Luxembourg,90,22,Moselle Luxembourgeoise
Germany,90,33,Mosel
US,90,75,California
US,90,28,Oregon
US,90,46,Oregon
US,90,39,California
US,90,14,Oregon
US,90,15,Oregon
Portugal,90,16,Dão
US,90,25,Oregon
Argentina,90,25,Mendoza Province
US,90,40,California
US,86,25,California
Italy,86,12,Tuscany
Spain,86,10,Catalonia
US,86,9,Washington
US,86,9,California
Italy,86,10,Northeastern Italy
US,86,20,California
Spain,86,13,Northern Spain
US,86,15,Washington
US,86,10,California
Spain,85,7,Northern Spain
US,85,22,California
France,85,9,Bordeaux
US,85,22,California
US,85,19,Washington
US,85,19,California
US,85,12,Washington
US,85,14,California
Spain,85,8,Northern Spain
US,85,12,California
US,85,21,Washington
US,85,12,Washington
Spain,85,9,Northern Spain
US,85,18,California
Australia,85,25,South Australia
Australia,85,20,Victoria
Spain,85,9,Levante
Australia,85,13,Australia Other
US,88,28,California
US,88,15,New York
US,88,,California
US,88,22,California
US,88,18,New York
US,88,22,California
France,88,42,Burgundy
Spain,88,18,Catalonia
US,88,40,California
France,88,20,Burgundy
Spain,88,13,Catalonia
Italy,88,26,Piedmont
Spain,88,16,Northern Spain
Spain,88,20,Levante
US,88,16,Washington
US,88,39,California
Italy,88,121,Piedmont
France,88,,Burgundy
France,88,42,Burgundy
Italy,88,50,Piedmont
France,88,22,Beaujolais
France,88,16,Burgundy
France,88,45,Burgundy
France,88,24,Burgundy
France,88,25,Burgundy
US,88,26,Washington
US,88,19,Washington
US,88,26,Washington
US,88,10,California
US,88,35,Washington
Argentina,85,13,Mendoza Province
France,85,36,Bordeaux
France,85,21,Bordeaux
France,85,15,Bordeaux
France,85,16,Loire Valley
Argentina,85,17,Mendoza Province
France,85,21,Loire Valley
France,85,13,Loire Valley
France,85,24,Loire Valley
US,85,14,Oregon
France,85,19,Bordeaux
Argentina,85,13,Mendoza Province
US,85,20,Oregon
US,85,25,Virginia
France,85,14,Bordeaux
France,85,15,Bordeaux
US,85,65,Oregon
US,85,37,California
US,85,24,California
Argentina,85,19,Mendoza Province
Portugal,85,12,Vinho Verde
US,85,22,California
US,85,25,Colorado
France,85,24,Loire Valley
US,85,26,California
US,85,22,Oregon
France,85,14,Loire Valley
Spain,85,30,Catalonia
France,85,,Loire Valley
US,85,22,North Carolina
Spain,86,10,Catalonia
Italy,86,30,Tuscany
Italy,86,29,Tuscany
US,86,20,California
Italy,86,11,Italy Other
Italy,86,40,Tuscany
Chile,86,13,Central Valley
Chile,86,10,Maule Valley
US,86,40,Oregon
US,86,16,California
France,86,18,Rhône Valley
Italy,86,30,Tuscany
France,86,13,Southwest France
Spain,86,17,Northern Spain
US,86,28,Oregon
US,86,15,Oregon
France,86,12,Southwest France
US,86,42,California
US,86,23,California
US,86,22,California
Portugal,86,22,Tejo
Spain,86,49,Catalonia
France,86,14,Southwest France
US,86,40,California
France,86,17,Southwest France
France,86,13,Southwest France
France,86,16,Southwest France
France,86,18,Southwest France
Spain,86,12,Northern Spain
US,86,48,Oregon
Italy,87,8,Piedmont
Spain,87,15,Northern Spain
Italy,87,23,Tuscany
Italy,87,19,Tuscany
Argentina,87,18,Mendoza Province
Italy,87,15,Piedmont
Spain,87,100,Andalucia
Argentina,87,8,Other
Italy,87,16,Piedmont
US,87,36,California
Argentina,87,18,Mendoza Province
US,87,26,California
Italy,87,20,Tuscany
Australia,87,50,South Australia
Australia,87,18,South Australia
US,87,30,California
Argentina,87,18,Mendoza Province
US,87,38,California
US,87,21,California
Australia,87,15,South Australia
Argentina,87,13,Mendoza Province
US,87,45,California
Australia,87,10,Australia Other
US,87,35,California
South Africa,87,14,Stellenbosch
US,87,22,California
US,94,78,California
US,94,60,California
US,94,48,California
US,94,45,California
US,94,65,California
US,94,55,California
US,94,52,California
US,94,140,Washington
US,94,65,California
US,94,59,California
US,94,36,California
US,94,60,California
US,94,125,California
US,94,42,California
US,94,68,California
US,94,175,California
US,94,86,California
US,94,75,California
US,94,58,California
France,94,90,Southwest France
US,94,65,California
France,94,48,Alsace
France,94,80,Alsace
US,94,62,California
US,94,25,California
France,94,48,Alsace
France,94,80,Alsace
US,94,60,California
France,94,55,Southwest France
US,94,74,California
US,81,45,California
US,81,25,California
Argentina,80,10,Mendoza Province
Argentina,80,15,Mendoza Province
US,80,40,California
US,80,8,California
Argentina,80,10,Mendoza Province
US,80,15,California
US,80,15,California
US,80,20,California
Argentina,80,12,Mendoza Province
US,80,23,California
US,80,17,California
Chile,80,9,Aconcagua Valley
US,80,12,California
US,80,25,California
Italy,99,250,Tuscany
Italy,98,175,Tuscany
Italy,97,190,Tuscany
Italy,97,100,Tuscany
Italy,96,105,Tuscany
Italy,96,98,Tuscany
Spain,96,303,Northern Spain
Italy,96,170,Tuscany
Italy,95,93,Tuscany
Italy,95,70,Tuscany
Italy,95,66,Tuscany
Italy,95,140,Tuscany
Italy,95,79,Tuscany
Italy,95,50,Tuscany
US,84,8,California
US,84,10,Washington
US,84,11,California
US,84,20,California
Argentina,84,22,Mendoza Province
Australia,84,13,Australia Other
Argentina,84,9,Mendoza Province
France,84,16,Burgundy
US,84,16,California
US,84,75,California
US,84,28,California
US,84,17,California
Chile,84,10,Central Valley
Italy,84,13,Central Italy
New Zealand,84,11,East Coast
New Zealand,84,20,Marlborough
US,84,8,California
US,84,8,California
US,84,25,California
US,84,30,California
Hungary,84,75,Villány
France,85,11,Provence
France,85,19,Provence
Argentina,85,15,Mendoza Province
US,85,15,New York
France,85,15,Provence
US,85,18,California
New Zealand,85,13,Marlborough
Spain,85,19,Northern Spain
US,85,30,Washington
US,85,12,Washington
US,85,25,Washington
New Zealand,85,16,Marlborough
US,85,65,California
Spain,85,13,Northern Spain
Spain,85,14,Northern Spain
Argentina,85,13,Mendoza Province
Spain,85,15,Levante
France,85,16,Provence
France,85,12,Southwest France
US,85,38,California
France,85,14,Provence
US,85,19,Washington
Spain,85,18,Northern Spain
Spain,85,9,Central Spain
US,85,15,California
France,85,12,Southwest France
France,85,13,Southwest France
US,85,30,California
Spain,85,24,Northern Spain
US,88,13,New York
France,88,15,Alsace
Portugal,88,18,Douro
US,88,28,Washington
US,88,15,Washington
Italy,88,18,Tuscany
France,88,17,Alsace
US,88,40,California
US,88,17,New York
US,88,25,Washington
Portugal,88,11,Alentejano
Portugal,88,9,Península de Setúbal
Chile,88,28,Cachapoal Valley
Spain,88,11,Northern Spain
US,88,12,Washington
France,88,20,Alsace
France,88,15,Beaujolais
France,88,16,Southwest France
US,88,30,Washington
US,88,16,New York
US,88,15,Washington
France,88,13,Beaujolais
France,88,28,Alsace
US,88,30,California
US,88,32,Washington
US,88,34,Washington
Chile,87,12,Casablanca Valley
US,87,15,California
US,87,15,California
US,87,30,California
US,90,50,California
Italy,90,60,Piedmont
Israel,90,16,Samson
Germany,90,23,Mosel
US,90,48,Oregon
Germany,90,22,Baden
France,90,141,Burgundy
Spain,90,24,Northern Spain
Germany,90,35,Mosel
Italy,90,75,Piedmont
Portugal,90,137,Moscatel do Douro
France,90,55,Burgundy
US,90,55,California
Italy,90,38,Piedmont
Argentina,90,30,Mendoza Province
Israel,90,52,Galilee
Israel,90,38,Galilee
Italy,90,27,Piedmont
Argentina,90,30,Mendoza Province
Germany,90,22,Mosel
Israel,90,85,Galilee
US,90,60,California
Portugal,90,13,Lisboa
US,90,15,Oregon
France,90,13,Southwest France
US,90,50,Oregon
Italy,90,160,Piedmont
Italy,90,35,Piedmont
Italy,90,,Piedmont
Italy,90,,Piedmont
France,87,15,Rhône Valley
Italy,87,80,Veneto
Spain,87,17,Northern Spain
France,87,14,Rhône Valley
Spain,87,35,Northern Spain
US,87,10,California
Italy,87,300,Veneto
US,87,45,California
Italy,87,25,Central Italy
Argentina,87,11,Mendoza Province
Spain,87,12,Northern Spain
Italy,87,32,Central Italy
US,87,35,Oregon
US,87,36,California
US,87,80,California
Spain,87,9,Northern Spain
Italy,87,30,Central Italy
Italy,87,30,Central Italy
France,87,15,Bordeaux
France,87,17,Bordeaux
France,87,20,Bordeaux
France,87,12,Bordeaux
France,87,15,Bordeaux
France,86,15,Bordeaux
France,86,13,Bordeaux
France,86,15,Bordeaux
France,86,13,Bordeaux
US,86,9,California
US,86,28,California
Chile,86,10,Central Valley
France,86,20,Loire Valley
US,86,25,Washington
US,86,50,Washington
US,86,26,California
US,86,20,California
Portugal,86,12,Alentejano
Portugal,86,10,Alentejano
Spain,86,15,Catalonia
Georgia,86,12,Kakheti
US,86,25,California
US,86,16,California
US,86,75,California
,86,11,
Italy,86,12,Sicily & Sardinia
Chile,86,12,Casablanca Valley
US,86,25,California
Moldova,86,10,Moldova
US,86,32,California
US,86,35,California
Spain,86,20,Northern Spain
US,86,32,California
Portugal,86,10,Douro
France,86,20,Bordeaux
Brazil,88,33,Brazil
Portugal,88,10,Dão
US,88,25,California
US,88,20,Washington
France,88,15,Bordeaux
France,88,33,Bordeaux
France,88,10,Bordeaux
France,88,13,Bordeaux
France,88,16,Bordeaux
France,88,17,Southwest France
France,88,22,France Other
Portugal,88,19,Douro
Portugal,88,12,Lisboa
France,88,23,Southwest France
France,88,10,Southwest France
France,88,12,Southwest France
US,88,38,Virginia
France,88,13,Bordeaux
US,88,34,California
US,88,18,California
US,88,20,California
US,88,40,California
US,88,14,California
Portugal,88,30,Alentejano
US,88,16,Idaho
US,88,25,California
US,88,15,Washington
US,88,39,California
US,88,32,Washington
Portugal,88,13,Alentejano
France,89,28,Burgundy
France,89,35,Burgundy
Italy,89,35,Tuscany
France,89,14,Provence
US,89,50,California
US,89,32,California
US,89,35,Washington
France,89,,Burgundy
Argentina,89,15,Mendoza Province
US,89,40,California
Italy,89,28,Tuscany
Austria,89,25,Kremstal
Austria,89,24,Kamptal
US,89,38,California
US,89,38,Washington
US,89,,California
Italy,89,56,Tuscany
New Zealand,89,25,Wairarapa
Italy,89,,Tuscany
Austria,89,20,Wiener Gemischter Satz
France,89,18,Provence
South Africa,89,19,Stellenbosch
Italy,89,300,Tuscany
US,89,65,Washington
Argentina,89,25,Mendoza Province
US,89,30,Washington
Italy,89,35,Tuscany
US,89,50,Washington
US,89,50,California
New Zealand,89,44,Marlborough
Portugal,85,9,Península de Setúbal
US,85,18,California
Italy,85,15,Veneto
Mexico,85,26,Valle de Guadalupe
Portugal,85,8,Vinho Verde
US,85,65,California
Argentina,85,11,Mendoza Province
Italy,85,17,Veneto
Italy,85,13,Veneto
US,85,18,Oregon
US,85,11,America
Spain,85,9,Central Spain
Italy,85,,Veneto
Italy,85,15,Veneto
Italy,85,15,Veneto
US,85,69,California
Mexico,85,28,Valle de Guadalupe
US,85,18,California
US,85,15,Idaho
Italy,85,,Central Italy
Italy,85,26,Veneto
Italy,85,11,Veneto
US,85,45,California
US,85,35,California
US,85,36,Oregon
US,85,11,California
Italy,85,17,Veneto
US,85,35,Oregon
Portugal,85,12,Alentejano
US,85,18,California
France,90,40,Bordeaux
Chile,90,27,Maule Valley
Austria,90,30,Weinviertel
Austria,90,,Thermenregion
US,90,25,Washington
US,90,13,California
US,90,42,California
US,90,48,California
Italy,90,90,Sicily & Sardinia
Italy,90,20,Sicily & Sardinia
US,90,36,Washington
US,90,34,Washington
US,90,40,Washington
Austria,90,32,Carnuntum
US,90,95,California
US,90,40,Washington
US,90,28,Washington
New Zealand,90,20,Marlborough
Italy,90,35,Sicily & Sardinia
New Zealand,90,15,Marlborough
US,90,30,California
US,90,27,California
New Zealand,90,30,Hawke's Bay
US,90,15,California
Austria,90,33,Kremstal
US,90,48,California
Italy,90,22,Sicily & Sardinia
US,90,38,Washington
Austria,90,39,Kremstal
US,89,22,California
US,89,34,Washington
US,89,30,Washington
US,89,40,California
US,89,25,California
Chile,89,25,Leyda Valley
Israel,89,44,Judean Hills
France,89,20,Bordeaux
Austria,89,25,Burgenland
Austria,89,25,Burgenland
Italy,89,40,Piedmont
Austria,89,28,Thermenregion
Austria,89,32,Österreichischer Sekt
Austria,89,,Weinviertel
US,89,19,California
Germany,89,63,Franken
Austria,89,24,Südsteiermark
US,89,14,California
France,89,13,Bordeaux
Italy,89,50,Piedmont
US,89,20,California
France,89,15,Southwest France
US,89,60,California
US,89,40,California
Chile,89,35,Colchagua Valley
US,89,40,California
US,89,59,California
Spain,89,34,Catalonia
US,89,50,California
US,89,16,California
France,89,,Loire Valley
US,89,34,Washington
Spain,89,26,Northern Spain
Italy,89,23,Tuscany
France,89,,Loire Valley
US,89,35,Washington
France,89,19,Beaujolais
Spain,89,16,Central Spain
Spain,89,29,Northern Spain
US,89,15,California
Italy,89,,Tuscany
Italy,89,25,Tuscany
Argentina,89,25,Other
Portugal,89,,Douro
Spain,89,15,Galicia
Spain,89,24,Northern Spain
Italy,89,30,Tuscany
Italy,89,90,Piedmont
Italy,89,30,Piedmont
Italy,89,95,Piedmont
Italy,89,61,Piedmont
Austria,89,,Burgenland
US,89,18,California
US,88,25,Washington
US,88,23,Washington
US,88,13,Washington
Austria,88,18,Niederösterreich
Italy,88,25,Piedmont
Chile,88,19,Aconcagua Valley
US,88,18,Washington
US,88,90,California
US,88,50,Washington
Chile,88,,Colchagua Valley
Chile,88,22,Peumo
Italy,86,21,Southern Italy
US,86,18,Virginia
US,86,29,California
US,86,38,California
US,86,32,California
Romania,86,7,Viile Timisului
Spain,86,12,Northern Spain
US,86,20,California
France,86,27,Alsace
France,86,28,Alsace
Argentina,86,25,Mendoza Province
US,86,59,California
US,86,34,California
South Africa,86,10,Coastal Region
Italy,86,26,Sicily & Sardinia
US,86,32,California
US,86,16,Virginia
US,86,18,New York
France,86,,Alsace
US,86,17,New York
US,86,35,California
France,86,,Provence
US,86,36,California
US,86,18,Virginia
US,86,40,America
Argentina,86,11,Mendoza Province
Spain,86,60,Galicia
Spain,86,13,Northern Spain
US,86,11,Virginia
France,86,27,Provence
US,91,75,California
US,91,50,California
US,91,15,California
France,91,35,Bordeaux
Portugal,91,12,Douro
Portugal,91,47,Douro
US,91,35,California
US,91,26,Washington
US,91,27,Washington
US,91,14,California
US,91,28,California
US,91,18,California
US,91,60,California
Chile,91,45,Cachapoal Valley
France,91,27,Alsace
France,91,,Bordeaux
France,91,50,Bordeaux
US,91,15,Washington
US,91,35,California
US,91,35,California
France,91,24,Alsace
US,91,40,California
US,91,80,California
Portugal,91,23,Douro
US,91,32,California
US,91,35,California
Italy,91,40,Piedmont
France,91,,Alsace
Italy,91,90,Piedmont
US,91,48,California
Italy,91,,Southern Italy
US,91,46,Washington
US,91,23,Oregon
US,91,45,Oregon
France,91,85,Champagne
Spain,91,35,Northern Spain
Chile,91,25,Aconcagua Valley
Chile,91,45,Maule Valley
US,91,60,California
US,91,22,Oregon
US,91,26,California
US,91,42,California
Portugal,91,20,Alentejo
US,91,40,Washington
US,91,36,Washington
Portugal,91,37,Tejo
US,91,65,California
US,91,80,Oregon
US,91,25,Washington
France,91,19,Burgundy
US,91,23,Oregon
US,91,50,California
US,91,50,Oregon
US,91,38,California
US,91,55,California
France,91,65,Champagne
Chile,91,25,Peumo
Spain,91,30,Northern Spain
Portugal,91,35,Alentejano
US,91,60,California
US,84,42,California
US,84,35,America
US,84,18,Washington
US,84,14,California
US,84,40,California
Italy,84,20,Veneto
France,84,,Burgundy
US,84,38,California
US,84,22,California
Spain,84,35,Levante
South Africa,84,11,Paarl
Spain,84,9,Central Spain
France,84,,Burgundy
France,84,13,Burgundy
US,84,20,California
Argentina,84,16,Mendoza Province
Italy,84,18,Veneto
Italy,84,18,Veneto
US,84,70,California
US,84,15,California
Italy,84,12,Veneto
US,84,20,California
Spain,84,32,Central Spain
US,84,50,Michigan
US,84,21,New Mexico
Spain,84,12,Central Spain
South Africa,84,11,Coastal Region
South Africa,84,12,Tulbagh
US,84,25,California
US,84,20,California
US,89,32,Virginia
Italy,89,,Piedmont
Portugal,89,19,Dão
US,89,28,California
US,89,25,Washington
Brazil,89,45,Pinto Bandeira
France,89,18,Bordeaux
France,89,22,Bordeaux
France,89,40,Bordeaux
France,89,45,Bordeaux
France,89,17,Bordeaux
France,89,17,Bordeaux
France,89,28,Bordeaux
France,89,17,Bordeaux
France,89,35,Bordeaux
US,89,30,Idaho
Portugal,89,15,Lisboa
Bulgaria,89,12,Thracian Valley
US,89,32,California
Italy,89,45,Veneto
Italy,89,12,Veneto
US,89,45,California
